0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
cxcon_622,0,0,0,1.0,1.0,0.0,0.0,0.05,0.05,0.0,0.02,0.06,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,8,255,5,2
cxcon_670,0,0,0,0.0,0.0,1.0,1.0,0.1,0.07,0.0,0.03,0.06,0.0,0.0,0.0,0.0,1.0,1.0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,8,255,8,2
cxcon_724,0,0,0,1.0,1.0,0.0,0.0,0.02,0.06,0.0,0.01,0.05,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,3,255,3,2
cxcon_730,0,0,0,1.0,1.0,0.0,0.0,0.0,0.06,0.0,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,1,255,17,2
cxcon_745,0,0,0,0.0,0.0,1.0,1.0,0.05,0.07,0.0,0.04,0.07,0.0,0.0,0.0,0.0,1.0,1.0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,9,255,9,2
cxcon_859,0,0,0,0.0,0.0,1.0,1.0,0.01,0.07,0.0,0.01,0.07,0.0,0.0,0.0,0.0,1.0,1.0,1,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,3,255,3,2
cxcon_898,0,0,0,1.0,1.0,0.0,0.0,0.04,0.07,0.0,0.06,0.06,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,4,255,15,2
cxcon_970,0,0,0,1.0,1.0,0.0,0.0,0.15,0.06,0.0,0.06,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1,59,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,16,255,15,2
cxcon_1045,0,0,0,0.0,0.0,1.0,1.0,0.05,0.06,0.0,0.05,0.08,0.0,0.0,0.0,0.0,1.0,1.0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,14,255,14,2
cxcon_1111,0,0,0,1.0,1.0,0.0,0.0,0.17,0.06,0.0,0.08,0.05,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,21,255,21,2
cxcon_1207,0,0,0,1.0,1.0,0.0,0.0,0.07,0.05,0.0,0.07,0.06,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,18,255,18,2
cxcon_1288,0,0,0,1.0,1.0,0.0,0.0,0.02,0.06,0.0,0.01,0.08,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,3,255,2,2
cxcon_1375,0,0,0,1.0,1.0,0.0,0.0,0.1,0.06,0.0,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,15,255,14,2
cxcon_1495,0,0,0,0.0,0.0,1.0,1.0,0.15,0.07,0.0,0.07,0.08,0.0,0.0,0.0,0.0,1.0,1.0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,18,255,18,2
cxcon_1531,0,0,0,0.0,0.0,1.0,1.0,0.09,0.06,0.0,0.04,0.06,0.0,0.0,0.0,0.0,1.0,1.0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,9,255,9,2
cxcon_1579,0,0,0,0.0,0.0,1.0,1.0,0.01,0.07,0.0,0.0,0.08,0.0,0.0,0.0,0.0,1.0,1.0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,1,255,1,2
cxcon_1618,0,0,0,1.0,1.0,0.0,0.0,0.01,0.06,0.0,0.04,0.05,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,1,255,11,2
cxcon_1648,0,0,0,1.0,1.0,0.0,0.0,0.06,0.05,0.0,0.05,0.05,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,13,255,13,2
cxcon_1687,0,0,0,0.0,0.0,1.0,1.0,0.05,0.06,0.0,0.06,0.07,0.0,0.0,0.0,0.0,1.0,1.0,1,48,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,15,255,15,2
cxcon_1762,0,0,0,0.1,0.0,0.89,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.09,0.0,0.91,1.0,1,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,255,1,2
cxcon_1813,0,0,0,1.0,1.0,0.0,0.0,0.07,0.06,0.0,0.08,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,20,255,20,2
cxcon_1876,0,0,0,1.0,1.0,0.0,0.0,0.02,0.06,0.0,0.02,0.05,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,4,255,4,2
cxcon_1984,0,0,0,1.0,1.0,0.0,0.0,0.05,0.06,0.0,0.07,0.06,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,7,255,17,2
cxcon_1999,62,2615,4233,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07,0.0,0.0,1.0,0.0,0.0,0.0,1,6,1,0,0,0,5,0,1,2,1,0,0,0,0,0,0,0,0,1,1,255,1,2
cxcon_2101,0,0,0,0.0,0.0,1.0,1.0,0.08,0.06,0.0,0.07,0.08,0.0,0.0,0.0,0.0,1.0,1.0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,18,255,18,2
cxcon_2107,0,0,0,0.0,0.0,1.0,1.0,0.03,0.06,0.0,0.03,0.07,0.0,0.0,0.0,0.0,1.0,1.0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,8,255,8,2
cxcon_2110,0,0,0,1.0,1.0,0.0,0.0,0.02,0.06,0.0,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,4,255,4,2
cxcon_2308,0,0,0,1.0,1.0,0.0,0.0,0.05,0.06,0.0,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,12,255,12,2
cxcon_2329,0,0,0,1.0,1.0,0.0,0.0,0.0,0.06,0.0,0.01,0.08,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,1,255,2,2
cxcon_2389,0,0,0,1.0,1.0,0.0,0.0,0.04,0.06,0.0,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,10,255,11,2
cxcon_2509,0,0,0,0.0,0.0,1.0,1.0,0.14,0.06,0.0,0.07,0.07,0.0,0.0,0.0,0.0,1.0,1.0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,19,255,19,2
cxcon_2539,0,0,0,0.0,0.0,1.0,1.0,0.05,0.07,0.0,0.03,0.06,0.0,0.0,0.0,0.0,1.0,1.0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,7,255,7,2
cxcon_2665,0,0,0,1.0,1.0,0.0,0.0,0.12,0.05,0.0,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,14,255,19,2
cxcon_2722,0,0,0,1.0,1.0,0.0,0.0,0.12,0.05,0.0,0.05,0.06,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,12,255,12,2
cxcon_2773,0,0,0,1.0,1.0,0.0,0.0,0.07,0.05,0.0,0.06,0.06,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,16,255,16,2
cxcon_2884,0,0,0,1.0,1.0,0.0,0.0,0.06,0.06,0.0,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,13,255,13,2
cxcon_2968,0,0,0,1.0,1.0,0.0,0.0,0.03,0.07,0.0,0.03,0.08,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,8,255,8,2
cxcon_3058,0,0,0,1.0,1.0,0.0,0.0,0.02,0.05,0.0,0.02,0.05,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,6,255,6,2
cxcon_3082,0,0,0,0.0,0.0,1.0,1.0,0.03,0.07,0.0,0.02,0.08,0.0,0.0,0.0,0.0,1.0,1.0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,4,255,4,2
cxcon_3196,0,0,0,1.0,1.0,0.0,0.0,0.06,0.05,0.0,0.06,0.05,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,15,255,15,2
cxcon_3286,0,0,0,1.0,1.0,0.0,0.0,0.09,0.05,0.0,0.09,0.06,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,24,255,24,2
cxcon_3397,0,0,0,1.0,1.0,0.0,0.0,0.05,0.06,0.0,0.06,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,14,255,16,2
cxcon_3478,0,0,0,1.0,1.0,0.0,0.0,0.02,0.07,0.0,0.03,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,2,255,7,2
cxcon_3727,0,0,0,1.0,1.0,0.0,0.0,0.05,0.06,0.0,0.06,0.06,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,11,255,15,2
cxcon_3967,0,0,0,0.0,0.0,1.0,1.0,0.03,0.06,0.0,0.03,0.07,0.0,0.0,0.0,0.0,1.0,1.0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,7,255,7,2
cxcon_4021,0,0,0,1.0,1.0,0.0,0.0,0.03,0.05,0.0,0.03,0.05,0.0,0.0,1.0,1.0,0.0,0.0,1,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,8,255,8,2
cxcon_4039,0,0,0,1.0,1.0,0.0,0.0,0.14,0.08,0.0,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,17,255,17,2
cxcon_4054,0,0,0,0.0,0.0,1.0,1.0,0.07,0.07,0.0,0.04,0.06,0.0,0.0,0.0,0.0,1.0,1.0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,10,255,10,2
cxcon_4411,0,0,0,1.0,1.0,0.0,0.0,0.03,0.07,0.0,0.03,0.06,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,7,255,7,2
cxcon_4555,0,0,0,1.0,1.0,0.0,0.0,0.05,0.07,0.0,0.04,0.06,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,11,255,11,2
cxcon_4576,0,0,0,1.0,1.0,0.0,0.0,0.03,0.06,0.0,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,3,255,17,2
cxcon_4624,0,0,0,0.0,0.0,1.0,1.0,0.12,0.05,0.0,0.15,0.07,0.01,0.0,0.0,0.0,1.0,1.0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,18,122,18,2
cxcon_4636,0,0,0,0.0,0.0,1.0,1.0,0.04,0.07,0.0,0.02,0.07,0.0,0.0,0.0,0.0,1.0,1.0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,6,255,6,2
cxcon_5089,0,0,0,1.0,1.0,0.0,0.0,0.05,0.07,0.0,0.04,0.08,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,10,255,10,2
cxcon_5152,0,0,0,1.0,1.0,0.0,0.0,0.11,0.05,0.0,0.09,0.05,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,22,255,22,2
cxcon_5230,0,0,0,1.0,1.0,0.0,0.0,0.05,0.05,0.0,0.02,0.05,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,5,255,5,2
cxcon_5239,0,0,0,1.0,1.0,0.0,0.0,0.01,0.05,0.0,0.01,0.06,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,2,255,2,2
cxcon_5272,0,0,0,0.0,0.0,1.0,1.0,0.01,0.08,0.0,0.0,0.06,0.0,0.0,0.0,0.0,1.0,1.0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,1,255,1,2
cxcon_5290,0,0,0,1.0,1.0,0.0,0.0,0.07,0.06,0.0,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,17,255,17,2
cxcon_5350,0,0,0,1.0,1.0,0.0,0.0,0.03,0.06,0.0,0.03,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,8,255,7,2
cxcon_5470,0,0,0,1.0,1.0,0.0,0.0,0.26,0.08,0.0,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,17,255,17,2
cxcon_5701,0,0,0,1.0,1.0,0.0,0.0,0.15,0.06,0.0,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1,37,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,16,255,13,2
cxcon_5863,0,0,0,0.0,0.0,1.0,1.0,0.04,0.08,0.0,0.03,0.08,0.0,0.0,0.0,0.0,1.0,1.0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,8,255,8,2
cxcon_5944,0,0,0,1.0,1.0,0.0,0.0,0.0,0.07,0.0,0.08,0.06,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,1,255,20,2
cxcon_6091,0,0,0,0.98,1.0,0.0,0.0,0.06,0.07,0.0,0.07,0.06,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,6,255,18,2
cxcon_6532,0,0,0,1.0,1.0,0.0,0.0,0.11,0.06,0.0,0.05,0.05,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,12,255,12,2
cxcon_6550,0,0,0,0.0,0.0,1.0,1.0,0.13,0.07,0.0,0.06,0.06,0.0,0.0,0.0,0.0,1.0,1.0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,16,255,16,2
cxcon_6592,0,0,0,1.0,1.0,0.0,0.0,0.42,0.42,0.0,0.02,0.08,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,255,5,2
cxcon_6634,0,0,0,0.0,0.0,1.0,1.0,0.03,0.07,0.0,0.02,0.06,0.0,0.0,0.0,0.0,1.0,1.0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,4,255,4,2
cxcon_6730,0,0,0,1.0,1.0,0.0,0.0,0.05,0.06,0.0,0.01,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,12,255,3,2
cxcon_6826,0,0,0,1.0,1.0,0.0,0.0,0.1,0.06,0.0,0.08,0.06,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,21,255,21,2
cxcon_6847,0,0,0,0.0,0.0,1.0,1.0,0.01,0.07,0.0,0.01,0.07,0.0,0.0,0.0,0.0,1.0,1.0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,2,255,2,2
cxcon_6853,0,0,0,1.0,1.0,0.0,0.0,0.2,0.05,0.0,0.08,0.05,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,21,255,21,2
cxcon_6874,0,0,0,1.0,1.0,0.0,0.0,0.12,0.05,0.0,0.06,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,16,255,16,2
cxcon_6997,0,0,0,0.0,0.0,1.0,1.0,0.06,0.06,0.0,0.06,0.08,0.0,0.0,0.0,0.0,1.0,1.0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,16,255,16,2
cxcon_7009,0,0,0,1.0,1.0,0.0,0.0,0.06,0.06,0.0,0.03,0.08,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,14,255,7,2
cxcon_7066,0,0,0,0.0,0.0,1.0,1.0,0.02,0.06,0.0,0.02,0.06,0.0,0.0,0.0,0.0,1.0,1.0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,6,255,6,2
cxcon_7156,0,0,0,0.0,0.0,1.0,1.0,0.02,0.06,0.0,0.01,0.06,0.0,0.0,0.0,0.0,1.0,1.0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,3,255,3,2
cxcon_7309,0,0,0,1.0,1.0,0.0,0.0,0.12,0.05,0.0,0.05,0.05,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,14,255,14,2
cxcon_7345,0,0,0,1.0,1.0,0.0,0.0,0.03,0.05,0.0,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,7,255,14,2
cxcon_7579,0,0,0,1.0,1.0,0.0,0.0,0.04,0.06,0.0,0.04,0.08,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,11,255,11,2
cxcon_7756,0,0,0,0.0,0.0,1.0,1.0,0.1,0.06,0.0,0.05,0.05,0.0,0.0,0.0,0.0,1.0,1.0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,14,255,14,2
cxcon_7771,0,8,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.27,0.0,0.0,0.0,0.0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3,41,2
cxcon_7777,0,0,0,1.0,1.0,0.0,0.0,0.02,0.07,0.0,0.02,0.08,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,4,255,4,2
cxcon_8023,0,0,0,1.0,1.0,0.0,0.0,0.05,0.06,0.0,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,12,255,12,2
cxcon_8032,0,0,0,0.0,0.0,1.0,1.0,0.0,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,1.0,1.0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,1,255,1,2
cxcon_8119,0,0,0,1.0,1.0,0.0,0.0,0.06,0.06,0.0,0.03,0.08,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,8,255,8,2
cxcon_8143,0,0,0,0.0,0.0,1.0,1.0,0.03,0.07,0.0,0.02,0.08,0.0,0.0,0.0,0.0,1.0,1.0,1,58,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,6,255,6,2
cxcon_8446,0,0,0,0.22,0.0,0.78,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.8,1.0,1,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,1,255,1,2
cxcon_8479,0,0,0,1.0,1.0,0.0,0.0,0.06,0.05,0.0,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,17,255,17,2
cxcon_8500,0,0,0,1.0,1.0,0.0,0.0,0.3,0.09,0.0,0.06,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,16,255,16,2
cxcon_8575,0,0,0,1.0,1.0,0.0,0.0,0.06,0.07,0.0,0.06,0.08,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,15,255,15,2
cxcon_8617,0,0,0,1.0,1.0,0.0,0.0,0.03,0.06,0.0,0.01,0.05,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,3,255,3,2
cxcon_8875,0,0,0,0.0,0.0,1.0,1.0,0.03,0.06,0.0,0.02,0.06,0.0,0.0,0.0,0.0,1.0,1.0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,4,255,4,2
cxcon_8908,0,0,0,1.0,1.0,0.0,0.0,0.05,0.06,0.0,0.05,0.06,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,14,255,14,2
cxcon_8995,0,0,0,1.0,1.0,0.0,0.0,0.08,0.06,0.0,0.07,0.06,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,17,255,17,2
cxcon_9304,0,0,0,1.0,1.0,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,1,255,1,2
cxcon_9421,0,0,0,0.0,0.0,1.0,1.0,0.06,0.06,0.0,0.04,0.08,0.0,0.0,0.0,0.0,1.0,1.0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,10,255,10,2
cxcon_9454,0,0,0,1.0,1.0,0.0,0.0,0.04,0.06,0.0,0.03,0.06,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,8,255,8,2
cxcon_9490,0,0,0,1.0,1.0,0.0,0.0,0.71,0.29,0.0,0.02,0.09,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,255,5,2
cxcon_9499,0,0,0,1.0,1.0,0.0,0.0,0.13,0.06,0.0,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,18,255,6,2
cxcon_9520,0,0,0,1.0,1.0,0.0,0.0,0.01,0.08,0.0,0.01,0.09,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,3,255,3,2
cxcon_9628,0,0,0,1.0,1.0,0.0,0.0,0.01,0.05,0.0,0.01,0.05,0.0,0.0,1.0,1.0,0.0,0.0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,2,255,2,2
