,0
430,1292.0
431,1295.0
432,1298.0
433,1301.0
434,1304.0
435,1307.0
436,1310.0
437,1313.0
438,1316.0
439,1319.0
440,1322.0
441,1325.0
442,1328.0
443,1331.0
444,1334.0
445,1337.0
446,1340.0
447,1343.0
448,1346.0
449,1349.0
450,1352.0
451,1355.0
452,1358.0
453,1361.0
454,1364.0
455,1367.0
456,1370.0
457,1373.0
458,1376.0
459,1379.0
460,1382.0
461,1385.0
462,1388.0
463,1391.0
464,1394.0
465,1397.0
466,1400.0
467,1403.0
468,1406.0
469,1409.0
470,1412.0
471,1415.0
472,1418.0
473,1421.0
474,1424.0
475,1427.0
476,1430.0
477,1433.0
478,1436.0
479,1439.0
480,1442.0
481,1445.0
482,1448.0
483,1451.0
484,1454.0
485,1457.0
486,1460.0
487,1463.0
488,1466.0
489,1469.0
490,1472.0
491,1475.0
492,1478.0
493,1481.0
494,1484.0
495,1487.0
496,1490.0
497,1493.0
498,1496.0
499,1499.0
500,1502.0
501,1505.0
502,1508.0
503,1511.0
504,1514.0
505,1517.0
506,1520.0
507,1523.0
508,1526.0
509,1529.0
510,1532.0
511,1535.0
512,1538.0
513,1541.0
514,1544.0
515,1547.0
516,1550.0
517,1553.0
518,1556.0
519,1559.0
520,1562.0
521,1565.0
522,1568.0
523,1571.0
524,1574.0
525,1577.0
526,1580.0
527,1583.0
528,1586.0
529,1589.0
530,1592.0
531,1595.0
532,1598.0
533,1601.0
534,1604.0
535,1607.0
536,1610.0
537,1613.0
538,1616.0
539,1619.0
540,1622.0
541,1625.0
542,1628.0
543,1631.0
544,1634.0
545,1637.0
546,1640.0
547,1643.0
548,1646.0
549,1649.0
550,1652.0
551,1655.0
552,1658.0
553,1661.0
554,1664.0
555,1667.0
556,1670.0
557,1673.0
558,1676.0
559,1679.0
560,1682.0
561,1685.0
562,1688.0
563,1691.0
564,1694.0
565,1697.0
566,1700.0
567,1703.0
568,1706.0
569,1709.0
570,1712.0
571,1715.0
572,1718.0
573,1721.0
574,1724.0
575,1727.0
576,1730.0
577,1733.0
578,1736.0
579,1739.0
580,1742.0
581,1745.0
582,1748.0
583,1751.0
584,1754.0
585,1757.0
586,1760.0
587,1763.0
588,1766.0
589,1769.0
590,1772.0
591,1775.0
592,1778.0
593,1781.0
594,1784.0
595,1787.0
596,1790.0
597,1793.0
598,1796.0
599,1799.0
600,1802.0
601,1805.0
602,1808.0
603,1811.0
604,1814.0
605,1817.0
606,1820.0
607,1823.0
608,1826.0
609,1829.0
610,1832.0
611,1835.0
612,1838.0
613,1841.0
614,1844.0
615,1847.0
616,1850.0
617,1853.0
618,1856.0
619,1859.0
620,1862.0
621,1865.0
622,1868.0
623,1871.0
624,1874.0
625,1877.0
626,1880.0
627,1883.0
628,1886.0
629,1889.0
630,1892.0
631,1895.0
632,1898.0
633,1901.0
634,1904.0
635,1907.0
636,1910.0
637,1913.0
638,1916.0
639,1919.0
640,1922.0
641,1925.0
642,1928.0
643,1931.0
644,1934.0
645,1937.0
646,1940.0
647,1943.0
648,1946.0
649,1949.0
650,1952.0
651,1955.0
652,1958.0
653,1961.0
654,1964.0
655,1967.0
656,1970.0
657,1973.0
658,1976.0
659,1979.0
660,1982.0
661,1985.0
662,1988.0
663,1991.0
664,1994.0
665,1997.0
666,2000.0
667,2003.0
668,2006.0
669,2009.0
670,2012.0
671,2015.0
672,2018.0
673,2021.0
674,2024.0
675,2027.0
676,2030.0
677,2033.0
678,2036.0
679,2039.0
680,2042.0
681,2045.0
682,2048.0
683,2051.0
684,2054.0
685,2057.0
686,2060.0
687,2063.0
688,2066.0
689,2069.0
690,2072.0
691,2075.0
692,2078.0
693,2081.0
694,2084.0
695,2087.0
696,2090.0
697,2093.0
698,2096.0
699,2099.0
700,2102.0
701,2105.0
702,2108.0
703,2111.0
704,2114.0
705,2117.0
706,2120.0
707,2123.0
708,2126.0
709,2129.0
710,2132.0
711,2135.0
712,2138.0
713,2141.0
714,2144.0
715,2147.0
716,2150.0
717,2153.0
718,2156.0
719,2159.0
720,2162.0
721,2165.0
722,2168.0
723,2171.0
724,2174.0
725,2177.0
726,2180.0
727,2183.0
728,2186.0
729,2189.0
730,2192.0
731,2195.0
732,2198.0
733,2201.0
734,2204.0
735,2207.0
736,2210.0
737,2213.0
738,2216.0
739,2219.0
740,2222.0
741,2225.0
742,2228.0
743,2231.0
744,2234.0
745,2237.0
746,2240.0
747,2243.0
748,2246.0
749,2249.0
750,2252.0
751,2255.0
752,2258.0
753,2261.0
754,2264.0
755,2267.0
756,2270.0
757,2273.0
758,2276.0
759,2279.0
760,2282.0
761,2285.0
762,2288.0
763,2291.0
764,2294.0
765,2297.0
766,2300.0
767,2303.0
768,2306.0
769,2309.0
770,2312.0
771,2315.0
772,2318.0
773,2321.0
774,2324.0
775,2327.0
776,2330.0
777,2333.0
778,2336.0
779,2339.0
780,2342.0
781,2345.0
782,2348.0
783,2351.0
784,2354.0
785,2357.0
786,2360.0
787,2363.0
788,2366.0
789,2369.0
790,2372.0
791,2375.0
792,2378.0
793,2381.0
794,2384.0
795,2387.0
796,2390.0
797,2393.0
798,2396.0
799,2399.0
800,2402.0
801,2405.0
802,2408.0
803,2411.0
804,2414.0
805,2417.0
806,2420.0
807,2423.0
808,2426.0
809,2429.0
810,2432.0
811,2435.0
812,2438.0
813,2441.0
814,2444.0
815,2447.0
816,2450.0
817,2453.0
818,2456.0
819,2459.0
820,2462.0
821,2465.0
822,2468.0
823,2471.0
824,2474.0
825,2477.0
826,2480.0
827,2483.0
828,2486.0
829,2489.0
830,2492.0
831,2495.0
832,2498.0
833,2501.0
834,2504.0
835,2507.0
836,2510.0
837,2513.0
838,2516.0
839,2519.0
840,2522.0
841,2525.0
842,2528.0
843,2531.0
844,2534.0
845,2537.0
846,2540.0
847,2543.0
848,2546.0
849,2549.0
850,2552.0
851,2555.0
852,2558.0
853,2561.0
854,2564.0
855,2567.0
856,2570.0
857,2573.0
858,2576.0
859,2579.0
860,2582.0
861,2585.0
862,2588.0
863,2591.0
864,2594.0
865,2597.0
866,2600.0
867,2603.0
868,2606.0
869,2609.0
870,2612.0
871,2615.0
872,2618.0
873,2621.0
874,2624.0
875,2627.0
876,2630.0
877,2633.0
878,2636.0
879,2639.0
880,2642.0
881,2645.0
882,2648.0
883,2651.0
884,2654.0
885,2657.0
886,2660.0
887,2663.0
888,2666.0
889,2669.0
890,2672.0
891,2675.0
892,2678.0
893,2681.0
894,2684.0
895,2687.0
896,2690.0
897,2693.0
898,2696.0
899,2699.0
900,2702.0
901,2705.0
902,2708.0
903,2711.0
904,2714.0
905,2717.0
906,2720.0
907,2723.0
908,2726.0
909,2729.0
910,2732.0
911,2735.0
912,2738.0
913,2741.0
914,2744.0
915,2747.0
916,2750.0
917,2753.0
918,2756.0
919,2759.0
920,2762.0
921,2765.0
922,2768.0
923,2771.0
924,2774.0
925,2777.0
926,2780.0
927,2783.0
928,2786.0
929,2789.0
930,2792.0
931,2795.0
932,2798.0
933,2801.0
934,2804.0
935,2807.0
936,2810.0
937,2813.0
938,2816.0
939,2819.0
940,2822.0
941,2825.0
942,2828.0
943,2831.0
944,2834.0
945,2837.0
946,2840.0
947,2843.0
948,2846.0
949,2849.0
950,2852.0
951,2855.0
952,2858.0
953,2861.0
954,2864.0
955,2867.0
956,2870.0
957,2873.0
958,2876.0
959,2879.0
960,2882.0
961,2885.0
962,2888.0
963,2891.0
964,2894.0
965,2897.0
966,2900.0
967,2903.0
968,2906.0
969,2909.0
970,2912.0
971,2915.0
972,2918.0
973,2921.0
974,2924.0
975,2927.0
976,2930.0
977,2933.0
978,2936.0
979,2939.0
980,2942.0
981,2945.0
982,2948.0
983,2951.0
984,2954.0
985,2957.0
986,2960.0
987,2963.0
988,2966.0
989,2969.0
990,2972.0
991,2975.0
992,2978.0
993,2981.0
994,2984.0
995,2987.0
996,2990.0
997,2993.0
998,2996.0
999,2999.0
1000,3002.0
1001,3005.0
1002,3008.0
1003,3011.0
1004,3014.0
1005,3017.0
1006,3020.0
1007,3023.0
1008,3026.0
1009,3029.0
1010,3032.0
1011,3035.0
1012,3038.0
1013,3041.0
1014,3044.0
1015,3047.0
1016,3050.0
1017,3053.0
1018,3056.0
1019,3059.0
1020,3062.0
1021,3065.0
1022,3068.0
1023,3071.0
1024,3074.0
1025,3077.0
1026,3080.0
1027,3083.0
1028,3086.0
1029,3089.0
1030,3092.0
1031,3095.0
1032,3098.0
1033,3101.0
1034,3104.0
1035,3107.0
1036,3110.0
1037,3113.0
1038,3116.0
1039,3119.0
1040,3122.0
1041,3125.0
1042,3128.0
1043,3131.0
1044,3134.0
1045,3137.0
1046,3140.0
1047,3143.0
1048,3146.0
1049,3149.0
1050,3152.0
1051,3155.0
1052,3158.0
1053,3161.0
1054,3164.0
1055,3167.0
1056,3170.0
1057,3173.0
1058,3176.0
1059,3179.0
1060,3182.0
1061,3185.0
1062,3188.0
1063,3191.0
1064,3194.0
1065,3197.0
1066,3200.0
1067,3203.0
1068,3206.0
1069,3209.0
1070,3212.0
1071,3215.0
1072,3218.0
1073,3221.0
1074,3224.0
1075,3227.0
1076,3230.0
1077,3233.0
1078,3236.0
1079,3239.0
1080,3242.0
1081,3245.0
1082,3248.0
1083,3251.0
1084,3254.0
1085,3257.0
1086,3260.0
1087,3263.0
1088,3266.0
1089,3269.0
1090,3272.0
1091,3275.0
1092,3278.0
1093,3281.0
1094,3284.0
1095,3287.0
1096,3290.0
1097,3293.0
1098,3296.0
1099,3299.0
1100,3302.0
1101,3305.0
1102,3308.0
1103,3311.0
1104,3314.0
1105,3317.0
1106,3320.0
1107,3323.0
1108,3326.0
1109,3329.0
1110,3332.0
1111,3335.0
1112,3338.0
1113,3341.0
1114,3344.0
1115,3347.0
1116,3350.0
1117,3353.0
1118,3356.0
1119,3359.0
1120,3362.0
1121,3365.0
1122,3368.0
1123,3371.0
1124,3374.0
1125,3377.0
1126,3380.0
1127,3383.0
1128,3386.0
1129,3389.0
1130,3392.0
1131,3395.0
1132,3398.0
1133,3401.0
1134,3404.0
1135,3407.0
1136,3410.0
1137,3413.0
1138,3416.0
1139,3419.0
1140,3422.0
1141,3425.0
1142,3428.0
1143,3431.0
1144,3434.0
1145,3437.0
1146,3440.0
1147,3443.0
1148,3446.0
1149,3449.0
1150,3452.0
1151,3455.0
1152,3458.0
1153,3461.0
1154,3464.0
1155,3467.0
1156,3470.0
1157,3473.0
1158,3476.0
1159,3479.0
1160,3482.0
1161,3485.0
1162,3488.0
1163,3491.0
1164,3494.0
1165,3497.0
1166,3500.0
1167,3503.0
1168,3506.0
1169,3509.0
1170,3512.0
1171,3515.0
1172,3518.0
1173,3521.0
1174,3524.0
1175,3527.0
1176,3530.0
1177,3533.0
1178,3536.0
1179,3539.0
1180,3542.0
1181,3545.0
1182,3548.0
1183,3551.0
1184,3554.0
1185,3557.0
1186,3560.0
1187,3563.0
1188,3566.0
1189,3569.0
1190,3572.0
1191,3575.0
1192,3578.0
1193,3581.0
1194,3584.0
1195,3587.0
1196,3590.0
1197,3593.0
1198,3596.0
1199,3599.0
1200,3602.0
1201,3605.0
1202,3608.0
1203,3611.0
1204,3614.0
1205,3617.0
1206,3620.0
1207,3623.0
1208,3626.0
1209,3629.0
1210,3632.0
1211,3635.0
1212,3638.0
1213,3641.0
1214,3644.0
1215,3647.0
1216,3650.0
1217,3653.0
1218,3656.0
1219,3659.0
1220,3662.0
1221,3665.0
1222,3668.0
1223,3671.0
1224,3674.0
1225,3677.0
1226,3680.0
1227,3683.0
1228,3686.0
1229,3689.0
1230,3692.0
1231,3695.0
1232,3698.0
1233,3701.0
1234,3704.0
1235,3707.0
1236,3710.0
1237,3713.0
1238,3716.0
1239,3719.0
1240,3722.0
1241,3725.0
1242,3728.0
1243,3731.0
1244,3734.0
1245,3737.0
1246,3740.0
1247,3743.0
1248,3746.0
1249,3749.0
1250,3752.0
1251,3755.0
1252,3758.0
1253,3761.0
1254,3764.0
1255,3767.0
1256,3770.0
1257,3773.0
1258,3776.0
1259,3779.0
1260,3782.0
1261,3785.0
1262,3788.0
1263,3791.0
1264,3794.0
1265,3797.0
1266,3800.0
1267,3803.0
1268,3806.0
1269,3809.0
1270,3812.0
1271,3815.0
1272,3818.0
1273,3821.0
1274,3824.0
1275,3827.0
1276,3830.0
1277,3833.0
1278,3836.0
1279,3839.0
1280,3842.0
1281,3845.0
1282,3848.0
1283,3851.0
1284,3854.0
1285,3857.0
1286,3860.0
1287,3863.0
1288,3866.0
1289,3869.0
1290,3872.0
1291,3875.0
1292,3878.0
1293,3881.0
1294,3884.0
1295,3887.0
1296,3890.0
1297,3893.0
1298,3896.0
1299,3899.0
1300,3902.0
1301,3905.0
1302,3908.0
1303,3911.0
1304,3914.0
1305,3917.0
1306,3920.0
1307,3923.0
1308,3926.0
1309,3929.0
1310,3932.0
1311,3935.0
1312,3938.0
1313,3941.0
1314,3944.0
1315,3947.0
1316,3950.0
1317,3953.0
1318,3956.0
1319,3959.0
1320,3962.0
1321,3965.0
1322,3968.0
1323,3971.0
1324,3974.0
1325,3977.0
1326,3980.0
1327,3983.0
1328,3986.0
1329,3989.0
1330,3992.0
1331,3995.0
1332,3998.0
1333,4001.0
1334,4004.0
1335,4007.0
1336,4010.0
1337,4013.0
1338,4016.0
1339,4019.0
1340,4022.0
1341,4025.0
1342,4028.0
1343,4031.0
1344,4034.0
1345,4037.0
1346,4040.0
1347,4043.0
1348,4046.0
1349,4049.0
1350,4052.0
1351,4055.0
1352,4058.0
1353,4061.0
1354,4064.0
1355,4067.0
1356,4070.0
1357,4073.0
1358,4076.0
1359,4079.0
1360,4082.0
1361,4085.0
1362,4088.0
1363,4091.0
1364,4094.0
1365,4097.0
1366,4100.0
1367,4103.0
1368,4106.0
1369,4109.0
1370,4112.0
1371,4115.0
1372,4118.0
1373,4121.0
1374,4124.0
1375,4127.0
1376,4130.0
1377,4133.0
1378,4136.0
1379,4139.0
1380,4142.0
1381,4145.0
1382,4148.0
1383,4151.0
1384,4154.0
1385,4157.0
1386,4160.0
1387,4163.0
1388,4166.0
1389,4169.0
1390,4172.0
1391,4175.0
1392,4178.0
1393,4181.0
1394,4184.0
1395,4187.0
1396,4190.0
1397,4193.0
1398,4196.0
1399,4199.0
1400,4202.0
1401,4205.0
1402,4208.0
1403,4211.0
1404,4214.0
1405,4217.0
1406,4220.0
1407,4223.0
1408,4226.0
1409,4229.0
1410,4232.0
1411,4235.0
1412,4238.0
1413,4241.0
1414,4244.0
1415,4247.0
1416,4250.0
1417,4253.0
1418,4256.0
1419,4259.0
1420,4262.0
1421,4265.0
1422,4268.0
1423,4271.0
1424,4274.0
1425,4277.0
1426,4280.0
1427,4283.0
1428,4286.0
1429,4289.0
1430,4292.0
1431,4295.0
1432,4298.0
1433,4301.0
1434,4304.0
1435,4307.0
1436,4310.0
1437,4313.0
1438,4316.0
1439,4319.0
1440,4322.0
1441,4325.0
1442,4328.0
1443,4331.0
1444,4334.0
1445,4337.0
1446,4340.0
1447,4343.0
1448,4346.0
1449,4349.0
1450,4352.0
1451,4355.0
1452,4358.0
1453,4361.0
1454,4364.0
1455,4367.0
1456,4370.0
1457,4373.0
1458,4376.0
1459,4379.0
1460,4382.0
1461,4385.0
1462,4388.0
1463,4391.0
1464,4394.0
1465,4397.0
1466,4400.0
1467,4403.0
1468,4406.0
1469,4409.0
1470,4412.0
1471,4415.0
1472,4418.0
1473,4421.0
1474,4424.0
1475,4427.0
1476,4430.0
1477,4433.0
1478,4436.0
1479,4439.0
1480,4442.0
1481,4445.0
1482,4448.0
1483,4451.0
1484,4454.0
1485,4457.0
1486,4460.0
1487,4463.0
1488,4466.0
1489,4469.0
1490,4472.0
1491,4475.0
1492,4478.0
1493,4481.0
1494,4484.0
1495,4487.0
1496,4490.0
1497,4493.0
1498,4496.0
1499,4499.0
1500,4502.0
1501,4505.0
1502,4508.0
1503,4511.0
1504,4514.0
1505,4517.0
1506,4520.0
1507,4523.0
1508,4526.0
1509,4529.0
1510,4532.0
1511,4535.0
1512,4538.0
1513,4541.0
1514,4544.0
1515,4547.0
1516,4550.0
1517,4553.0
1518,4556.0
1519,4559.0
1520,4562.0
1521,4565.0
1522,4568.0
1523,4571.0
1524,4574.0
1525,4577.0
1526,4580.0
1527,4583.0
1528,4586.0
1529,4589.0
1530,4592.0
1531,4595.0
1532,4598.0
1533,4601.0
1534,4604.0
1535,4607.0
1536,4610.0
1537,4613.0
1538,4616.0
1539,4619.0
1540,4622.0
1541,4625.0
1542,4628.0
1543,4631.0
1544,4634.0
1545,4637.0
1546,4640.0
1547,4643.0
1548,4646.0
1549,4649.0
1550,4652.0
1551,4655.0
1552,4658.0
1553,4661.0
1554,4664.0
1555,4667.0
1556,4670.0
1557,4673.0
1558,4676.0
1559,4679.0
1560,4682.0
1561,4685.0
1562,4688.0
1563,4691.0
1564,4694.0
1565,4697.0
1566,4700.0
1567,4703.0
1568,4706.0
1569,4709.0
1570,4712.0
1571,4715.0
1572,4718.0
1573,4721.0
1574,4724.0
1575,4727.0
1576,4730.0
1577,4733.0
1578,4736.0
1579,4739.0
1580,4742.0
1581,4745.0
1582,4748.0
1583,4751.0
1584,4754.0
1585,4757.0
1586,4760.0
1587,4763.0
1588,4766.0
1589,4769.0
1590,4772.0
1591,4775.0
1592,4778.0
1593,4781.0
1594,4784.0
1595,4787.0
1596,4790.0
1597,4793.0
1598,4796.0
1599,4799.0
1600,4802.0
1601,4805.0
1602,4808.0
1603,4811.0
1604,4814.0
1605,4817.0
1606,4820.0
1607,4823.0
1608,4826.0
1609,4829.0
1610,4832.0
1611,4835.0
1612,4838.0
1613,4841.0
1614,4844.0
1615,4847.0
1616,4850.0
1617,4853.0
1618,4856.0
1619,4859.0
1620,4862.0
1621,4865.0
1622,4868.0
1623,4871.0
1624,4874.0
1625,4877.0
1626,4880.0
1627,4883.0
1628,4886.0
1629,4889.0
1630,4892.0
1631,4895.0
1632,4898.0
1633,4901.0
1634,4904.0
1635,4907.0
1636,4910.0
1637,4913.0
1638,4916.0
1639,4919.0
1640,4922.0
1641,4925.0
1642,4928.0
1643,4931.0
1644,4934.0
1645,4937.0
1646,4940.0
1647,4943.0
1648,4946.0
1649,4949.0
1650,4952.0
1651,4955.0
1652,4958.0
1653,4961.0
1654,4964.0
1655,4967.0
1656,4970.0
1657,4973.0
1658,4976.0
1659,4979.0
1660,4982.0
1661,4985.0
1662,4988.0
1663,4991.0
1664,4994.0
1665,4997.0
1666,5000.0
1667,5003.0
1668,5006.0
1669,5009.0
1670,5012.0
1671,5015.0
1672,5018.0
1673,5021.0
1674,5024.0
1675,5027.0
1676,5030.0
1677,5033.0
1678,5036.0
1679,5039.0
1680,5042.0
1681,5045.0
1682,5048.0
1683,5051.0
1684,5054.0
1685,5057.0
1686,5060.0
1687,5063.0
1688,5066.0
1689,5069.0
1690,5072.0
1691,5075.0
1692,5078.0
1693,5081.0
1694,5084.0
1695,5087.0
1696,5090.0
1697,5093.0
1698,5096.0
1699,5099.0
1700,5102.0
1701,5105.0
1702,5108.0
1703,5111.0
1704,5114.0
1705,5117.0
1706,5120.0
1707,5123.0
1708,5126.0
1709,5129.0
1710,5132.0
1711,5135.0
1712,5138.0
1713,5141.0
1714,5144.0
1715,5147.0
1716,5150.0
1717,5153.0
1718,5156.0
1719,5159.0
1720,5162.0
1721,5165.0
1722,5168.0
1723,5171.0
1724,5174.0
1725,5177.0
1726,5180.0
1727,5183.0
1728,5186.0
1729,5189.0
1730,5192.0
1731,5195.0
1732,5198.0
1733,5201.0
1734,5204.0
1735,5207.0
1736,5210.0
1737,5213.0
1738,5216.0
1739,5219.0
1740,5222.0
1741,5225.0
1742,5228.0
1743,5231.0
1744,5234.0
1745,5237.0
1746,5240.0
1747,5243.0
1748,5246.0
1749,5249.0
1750,5252.0
1751,5255.0
1752,5258.0
1753,5261.0
1754,5264.0
1755,5267.0
1756,5270.0
1757,5273.0
1758,5276.0
1759,5279.0
1760,5282.0
1761,5285.0
1762,5288.0
1763,5291.0
1764,5294.0
1765,5297.0
1766,5300.0
1767,5303.0
1768,5306.0
1769,5309.0
1770,5312.0
1771,5315.0
1772,5318.0
1773,5321.0
1774,5324.0
1775,5327.0
1776,5330.0
1777,5333.0
1778,5336.0
1779,5339.0
1780,5342.0
1781,5345.0
1782,5348.0
1783,5351.0
1784,5354.0
1785,5357.0
1786,5360.0
1787,5363.0
1788,5366.0
1789,5369.0
1790,5372.0
1791,5375.0
1792,5378.0
1793,5381.0
1794,5384.0
1795,5387.0
1796,5390.0
1797,5393.0
1798,5396.0
1799,5399.0
1800,5402.0
1801,5405.0
1802,5408.0
1803,5411.0
1804,5414.0
1805,5417.0
1806,5420.0
1807,5423.0
1808,5426.0
1809,5429.0
1810,5432.0
1811,5435.0
1812,5438.0
1813,5441.0
1814,5444.0
1815,5447.0
1816,5450.0
1817,5453.0
1818,5456.0
1819,5459.0
1820,5462.0
1821,5465.0
1822,5468.0
1823,5471.0
1824,5474.0
1825,5477.0
1826,5480.0
1827,5483.0
1828,5486.0
1829,5489.0
1830,5492.0
1831,5495.0
1832,5498.0
1833,5501.0
1834,5504.0
1835,5507.0
1836,5510.0
1837,5513.0
1838,5516.0
1839,5519.0
1840,5522.0
1841,5525.0
1842,5528.0
1843,5531.0
1844,5534.0
1845,5537.0
1846,5540.0
1847,5543.0
1848,5546.0
1849,5549.0
1850,5552.0
1851,5555.0
1852,5558.0
1853,5561.0
1854,5564.0
1855,5567.0
1856,5570.0
1857,5573.0
1858,5576.0
1859,5579.0
1860,5582.0
1861,5585.0
1862,5588.0
1863,5591.0
1864,5594.0
1865,5597.0
1866,5600.0
1867,5603.0
1868,5606.0
1869,5609.0
1870,5612.0
1871,5615.0
1872,5618.0
1873,5621.0
1874,5624.0
1875,5627.0
1876,5630.0
1877,5633.0
1878,5636.0
1879,5639.0
1880,5642.0
1881,5645.0
1882,5648.0
1883,5651.0
1884,5654.0
1885,5657.0
1886,5660.0
1887,5663.0
1888,5666.0
1889,5669.0
1890,5672.0
1891,5675.0
1892,5678.0
1893,5681.0
1894,5684.0
1895,5687.0
1896,5690.0
1897,5693.0
1898,5696.0
1899,5699.0
1900,5702.0
1901,5705.0
1902,5708.0
1903,5711.0
1904,5714.0
1905,5717.0
1906,5720.0
1907,5723.0
1908,5726.0
1909,5729.0
1910,5732.0
1911,5735.0
1912,5738.0
1913,5741.0
1914,5744.0
